,vendor_name,address_line_1,city,state,zip,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
1,"4 Angels Day Care Inc.","245 Simonson Avenue","Staten Island","New York",10303,40.630459,-74.152209,1,rooftop,245,"Simonson Ave",,,"Staten Island",NY,"Richmond County",10303,US,"City of New York"
2,"5050 Skatepark LLC","354 Front Street","Staten Island","New York",10304,40.62805,-74.074489,1,rooftop,354,"Front St",,,"Staten Island",NY,"Richmond County",10304,US,"City of New York"
3,"A  Plus Asbestos Investigation Inc","634 Katan Avenue","Staten Island","New York",10312,40.550332,-74.168174,1,rooftop,634,"Katan Ave",,,"Staten Island",NY,"Richmond County",10312,US,"City of New York"
4,"A C Security Management","396-B  Lake Avenue","Staten Island","New York",10303,40.626259,-74.152256,1,rooftop,396,"Lake Ave",,,"Staten Island",NY,"Richmond County",10303,US,"City of New York"
5,"A Plus Tape & Packaging Supply, Co.","113 Maguire Avenue","Staten Island","New York",10309,40.528249,-74.210537,1,rooftop,113,"Maguire Ave",,,"Staten Island",NY,"Richmond County",10309,US,"City of New York"
6,"A.S.A.R. International Corp.","491 Wild Avenue","Staten Island","New York",10314,40.586359,-74.196573,1,rooftop,491,"Wild Ave",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
7,"A+ Expediting Inc.","531 Forest Avenue, suite 1R","Staten Island","New York",10310,40.630444,-74.107911,1,rooftop,531,"Forest Ave",Ste,1,"Staten Island",NY,"Richmond County",10310,US,"City of New York"
8,"Accord Enterprise Corp.","253 New Dorp Ln","Staten Island","New York",10306,40.572753,-74.113784,1,rooftop,253,"New Dorp Ln",,,"Staten Island",NY,"Richmond County",10306,US,"City of New York"
9,"ACT Care Group","1698 Victory Boulevard","Staten Island","New York",10314,40.613066,-74.120245,1,rooftop,1698,"Victory Blvd",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
10,"Adco Electrical Corp.","201 Edward Curry Avenue","Staten Island","New York",10314,40.610969,-74.183797,1,rooftop,201,"Edward Curry Ave",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
11,"JAG Heating","102 St. Andrews Road","Staten Island","New York",10306,40.575631,-74.130406,1,rooftop,102,"St Andrews Rd",,,"Staten Island",NY,"Richmond County",10306,US,"City of New York"
12,"Afua Asamoah","490 Morningstar Road","Staten Island","New York",10303,40.626512,-74.148589,1,rooftop,490,"Morningstar Rd",,,"Staten Island",NY,"Richmond County",10303,US,"City of New York"
13,"AJM contracting LLC","15-12 Drumgoole Road","Staten Island","New York",10309,40.558913,-74.169948,0.9,nearest_rooftop_match,12,"Drumgoole Rd E",,,"Staten Island",NY,"Richmond County",10312,US,"City of New York"
14,"Comfort Inn Staten Island","310 Wild Ave","Staten Island","New York",10314,40.58626,-74.190118,1,rooftop,310,"Wild Ave",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
15,"Albion Sheet Metal","668 Richmond Road","Staten Island","New York",10304,40.610244,-74.089122,1,rooftop,668,"Richmond Rd",,,"Staten Island",NY,"Richmond County",10304,US,"City of New York"
16,"Tiny Treasures Daycare","360 VANDUZER STREET","Staten Island","New York",10304,40.629478,-74.079573,1,rooftop,360,"Van Duzer St",,,"Staten Island",NY,"Richmond County",10304,US,"City of New York"
17,"All Pro Electric Controls Corp.","166 East Industrial Loop","Staten Island","New York",10309,40.549995,-74.23102,1,rooftop,166,"Industrial Loop",,,"Staten Island",NY,"Richmond County",10309,US,"City of New York"
18,"All Saints Enterprises LLC","600 Gulf Ave","Staten Island","New York",10314,40.615199,-74.179639,1,rooftop,600,"Gulf Ave",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
19,"Alliance Tri-State Construction, Inc.","3635 Richmond Avenue","Staten Island","New York",10312,40.549416,-74.166953,1,rooftop,3635,"Richmond Ave",,,"Staten Island",NY,"Richmond County",10312,US,"City of New York"
20,"Alliance Tri-State Maintenance Corp","3635 Richmond Avenue","Staten Island","New York",10312,40.549416,-74.166953,1,rooftop,3635,"Richmond Ave",,,"Staten Island",NY,"Richmond County",10312,US,"City of New York"
21,"Alpha Medical Waste Removal Inc","156 Prescott Ave","Staten Island","New York",10306,40.577029,-74.109546,1,rooftop,156,"Prescott Ave",,,"Staten Island",NY,"Richmond County",10306,US,"City of New York"
22,"American & International Designs Inc.","1110 South Avenue","Staten Island","New York",10314,40.613817,-74.176828,1,rooftop,1110,"South Ave",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
23,"AMR General Construction, Inc","426 Neckar Ave","Staten Island","New York",10304,40.608026,-74.084786,1,rooftop,426,"Neckar Ave",,,"Staten Island",NY,"Richmond County",10304,US,"City of New York"
24,"Anaktora Mechanical LLC","460 Wild Avenue","Staten Island","New York",11314,40.58571,-74.196239,0.9,rooftop,460,"Wild Ave",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
25,"AP Engineering P.C.","201 Arlington Avenue, Suite 2F","Staten Island","New York",10303,40.635379,-74.16736,1,rooftop,201,"Arlington Ave",Ste,2,"Staten Island",NY,"Richmond County",10303,US,"City of New York"
26,"Apache Environmental","442 Northfield Ave","Staten Island","New York",10303,40.628863,-74.168912,1,rooftop,442,"Northfield Ave",,,"Staten Island",NY,"Richmond County",10303,US,"City of New York"
27,"Areas Trans Inc","5230 Arthur Kill Road","Staten Island","New York",10307,40.515349,-74.244231,1,rooftop,5230,"Arthur Kill Rd",,,"Staten Island",NY,"Richmond County",10307,US,"City of New York"
28,"Areas Trans Inc","5230 Arthur Kill Road","Staten Island","New York",10307,40.515349,-74.244231,1,rooftop,5230,"Arthur Kill Rd",,,"Staten Island",NY,"Richmond County",10307,US,"City of New York"
29,"Arrowhead Enterprises Inc.","435 Northfield Avenue","Staten Island","New York",10303,40.628975,-74.168365,1,range_interpolation,435,"Northfield Ave",,,"Staten Island",NY,"Richmond County",10303,US,"TIGER/Line® dataset from the US Census Bureau"
30,"ASC Builders Inc","3761 Hylan Blvd","Staten Island","New York",10308,40.547254,-74.140651,1,rooftop,3761,"Hylan Blvd",,,"Staten Island",NY,"Richmond County",10308,US,"City of New York"
31,"ASM Construction of NY Corp.","152 Watchogue Road","Staten Island","New York",10314,40.615395,-74.13443,1,rooftop,152,"Watchogue Rd",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
32,"Athletic Edge Sports Center","10 Nassau Pl","Staten Island","New York",10307,40.518071,-74.239601,1,rooftop,10,"Nassau Pl",,,"Staten Island",NY,"Richmond County",10307,US,"City of New York"
33,"Atlas Reporting, LLC","52 Salamander Court","Staten Island","New York",10309,40.538412,-74.223258,1,rooftop,52,"Salamander Ct",,,"Staten Island",NY,"Richmond County",10309,US,"City of New York"
34,"Avalon Construction Corp","326 Doane Avenue","Staten Island","New York",10308,40.557526,-74.156404,1,rooftop,326,"Doane Ave",,,"Staten Island",NY,"Richmond County",10308,US,"City of New York"
35,"Awomi Naturals LLC","89 Arlington Ave","Staten Island","New York",10303,40.638081,-74.167173,1,rooftop,89,"Arlington Ave",,,"Staten Island",NY,"Richmond County",10303,US,"City of New York"
36,"Axa Professionals LLC","723 Maguire Ave.","Staten Island","New York",10309,40.544496,-74.211841,1,rooftop,723,"Maguire Ave",,,"Staten Island",NY,"Richmond County",10309,US,"City of New York"
37,"Barbara Young Medical Billing Services Inc","900 South Avenue","Staten Island","New York",10314,40.616788,-74.172705,1,rooftop,900,"South Ave",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
38,"Beacon Land Services Inc.","623 North Railroad Avenue","Staten Island","New York",10304,40.58951,-74.095744,1,rooftop,623,"N Railroad Ave",,,"Staten Island",NY,"Richmond County",10304,US,"City of New York"
39,"Ben's Handyman Inc.","22 Laredo Avenue","Staten Island","New York",10312,40.549626,-74.16826,1,rooftop,22,"Laredo Ave",,,"Staten Island",NY,"Richmond County",10312,US,"City of New York"
40,"BK2PR Catering, LLC","48 Francesca Lane","Staten Island","New York",10303,40.623935,-74.160624,1,rooftop,48,"Francesca Ln",,,"Staten Island",NY,"Richmond County",10303,US,"City of New York"
41,"Blade Contracting Inc.","188 Van Buren Street","Staten Island","New York",10301,40.643989,-74.095172,1,rooftop,188,"Van Buren St",,,"Staten Island",NY,"Richmond County",10301,US,"City of New York"
42,"BMF Professional Services Inc.","29 Madan Court","Staten Island","New York",10314,40.620117,-74.15407,1,rooftop,29,"Madan Ct",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
43,"Bobby Restorations Inc.","62 Cooke Street","Staten Island","New York",10314,40.617133,-74.159221,1,rooftop,62,"Cooke St",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
44,"Bogat LLC","165 Trantor Place","Staten Island","New York",10302,40.629909,-74.143992,1,rooftop,165,"Trantor Pl",,,"Staten Island",NY,"Richmond County",10302,US,"City of New York"
45,"Boville Enterprises LLC","48 Dutchess Avenue","Staten Island","New York",10304,40.597088,-74.097653,1,rooftop,48,"Dutchess Ave",,,"Staten Island",NY,"Richmond County",10304,US,"City of New York"
46,"Bravo Construction NY, Corp.","236 Nome Ave","Staten Island","New York",10314,40.586601,-74.158987,1,rooftop,236,"Nome Ave",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
47,"Breen Bros Towing Inc.","566 Industrial Loop","Staten Island","New York",10309,40.546893,-74.230386,1,rooftop,566,"Industrial Loop",,,"Staten Island",NY,"Richmond County",10309,US,"City of New York"
48,"Breland Solutions, LLC","222 Jamie Lane","Staten Island","New York",10312,40.561879,-74.18449,1,rooftop,222,"Jamie Ln",,,"Staten Island",NY,"Richmond County",10312,US,"City of New York"
49,"Bright Start Speech Pathology and Language PC","3767 Richmond Avenue","Staten Island","New York",10312,40.546431,-74.165775,1,rooftop,3767,"Richmond Ave",,,"Staten Island",NY,"Richmond County",10312,US,"City of New York"
50,"Broadway Paving Inc.","514 Industrial Loop","Staten Island","New York",10309,40.547513,-74.231295,1,range_interpolation,514,"Industrial Loop",,,"Staten Island",NY,"Richmond County",10309,US,"TIGER/Line® dataset from the US Census Bureau"
51,"C&M Alpha Dental Studio Inc.","4066  Amboy Road","Staten Island","New York",10308,40.549226,-74.152404,1,rooftop,4066,"Amboy Rd",,,"Staten Island",NY,"Richmond County",10308,US,"City of New York"
52,"C. B. Mills Electric LLC","1076 Castleton Avenue","Staten Island","New York",10310,40.634335,-74.118544,1,rooftop,1076,"Castleton Ave",,,"Staten Island",NY,"Richmond County",10310,US,"City of New York"
53,"C.A.M. Construction Corporation","143 Shirley Avenue","Staten Island","New York",10312,40.534364,-74.161778,1,rooftop,143,"Shirley Ave",,,"Staten Island",NY,"Richmond County",10312,US,"City of New York"
54,"C.B. Contracting Corporation","4118 Victory Blvd.","Staten Island","New York",10314,40.591394,-74.191029,1,rooftop,4118,"Victory Blvd",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
55,"Cabaret Tent & Party Rental","2704 Arthur Kill Road","Staten Island","New York",10309,40.549499,-74.221938,1,rooftop,2704,"Arthur Kill Rd",,,"Staten Island",NY,"Richmond County",10309,US,"City of New York"
56,"CAG Construction Corp.","3225 Victory Boulevard - Suite 1A","Staten Island","New York",10314,40.606786,-74.166954,1,rooftop,3225,"Victory Blvd",Ste,1,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
57,"Card Heating & Cooling, Inc.","43 Broad Street","Staten Island","New York",10304,40.62561,-74.07682,1,rooftop,43,"Broad St",,,"Staten Island",NY,"Richmond County",10304,US,"City of New York"
58,"CGM Renovations Inc.","123 Palmer Avenue","Staten Island","New York",10302,40.632538,-74.134876,1,rooftop,123,"Palmer Ave",,,"Staten Island",NY,"Richmond County",10302,US,"City of New York"
59,"Champion International Construction Corp.","266 Watchogue Road","Staten Island","New York",10314,40.615999,-74.138284,1,rooftop,266,"Watchogue Rd",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
60,"Champion International Construction Corp.","266 Watchogue Road","Staten Island","New York",10314,40.615999,-74.138284,1,rooftop,266,"Watchogue Rd",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
61,"Christianne and Company Corp","99 Elizabeth Street","Staten Island","New York",10310,40.63167,-74.120152,1,rooftop,99,"Elizabeth St",,,"Staten Island",NY,"Richmond County",10310,US,"City of New York"
62,"Clean Perfect Janitorial LLC","83 Waterbury Avenue","Staten Island","New York",10309,40.525391,-74.201983,1,rooftop,83,"Waterbury Ave",,,"Staten Island",NY,"Richmond County",10309,US,"City of New York"
63,"Coast to Coast Contracting Group, Inc.","145 Lincoln Avenue","Staten Island","New York",10306,40.578839,-74.107146,1,rooftop,145,"Lincoln Ave",,,"Staten Island",NY,"Richmond County",10306,US,"City of New York"
64,"Coil Techs HVAC Services, Inc.","76 Midland Avenue","Staten Island","New York",10306,40.58095,-74.108234,1,rooftop,76,"Midland Ave",,,"Staten Island",NY,"Richmond County",10306,US,"City of New York"
65,"Cole Partners, Inc.","66 Broadway","Staten Island","New York",10310,40.639606,-74.118484,1,rooftop,66,Broadway,,,"Staten Island",NY,"Richmond County",10310,US,"City of New York"
66,"Construction Resources Corp of New York","221 Hunter Avenue","Staten Island","New York",10306,40.580347,-74.101298,1,rooftop,221,"Hunter Ave",,,"Staten Island",NY,"Richmond County",10306,US,"City of New York"
67,"CRM Management Services LLC","29 Herbert Street","Staten Island","New York",10309,40.524983,-74.199814,1,rooftop,29,"Herbert St",,,"Staten Island",NY,"Richmond County",10309,US,"City of New York"
68,"Crystal II Auto Glass, Inc.","15 Storer Ave Unit F","Staten Island","New York",10309,40.539019,-74.237023,1,rooftop,15,"Storer Ave",Ste,F,"Staten Island",NY,"Richmond County",10309,US,"City of New York"
69,"cWave Labs","210 Ward Ave","Staten Island","New York",10304,40.631497,-74.084274,1,rooftop,210,"Ward Ave",,,"Staten Island",NY,"Richmond County",10304,US,"City of New York"
70,CynthCloset,"258 Gordon Street FLR 1","Staten Island","New York",10304,40.620985,-74.08345,1,rooftop,258,"Gordon St",Apt,1,"Staten Island",NY,"Richmond County",10304,US,"City of New York"
71,"D & N Construction & Consulting Inc","2372 Arthur Kill Rd","Staten Island","New York",10309,40.555477,-74.214696,1,rooftop,2372,"Arthur Kill Rd",,,"Staten Island",NY,"Richmond County",10309,US,"City of New York"
72,"DAE Management Services LLC","264 Jamie Ln","Staten Island","New York",10312,40.561232,-74.183931,1,rooftop,264,"Jamie Ln",,,"Staten Island",NY,"Richmond County",10312,US,"City of New York"
73,"Dane Elliott Licensed Electrical Contractor","266 Sharpe Avenue","Staten Island","New York",10302,40.633817,-74.137978,1,rooftop,266,"Sharpe Ave",,,"Staten Island",NY,"Richmond County",10302,US,"City of New York"
74,"Data Comm Consulting Group, Inc.","57 Beach Street 2nd Floor","Staten Island","New York",10304,40.628138,-74.077999,1,rooftop,57,"Beach St",Ste,2,"Staten Island",NY,"Richmond County",10304,US,"City of New York"
75,"DDiLeon Insurance Agency, LLC","57 Gary Place","Staten Island","New York",10314,40.599755,-74.165392,1,rooftop,57,"Gary Pl",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
76,"Dean Restoration Inc.","216 Hamden Avenue","Staten Island","New York",10306,40.579576,-74.102186,1,rooftop,216,"Hamden Ave",,,"Staten Island",NY,"Richmond County",10306,US,"City of New York"
77,"Design Construction Division Inc","19 Livermore Avenue","Staten Island","New York",10302,40.62357,-74.137144,1,rooftop,19,"Livermore Ave",,,"Staten Island",NY,"Richmond County",10302,US,"City of New York"
78,"DeSimone Contracting Inc.","145 Oakdale Street","Staten Island","New York",10308,40.545119,-74.156581,1,rooftop,145,"Oakdale St",,,"Staten Island",NY,"Richmond County",10308,US,"City of New York"
79,"Dior Consultants LLC","28 Pommer Ave","Staten Island","New York",10304,40.630194,-74.083915,1,rooftop,28,"Pommer Ave",,,"Staten Island",NY,"Richmond County",10304,US,"City of New York"
80,"DiResta Communications, Inc.","198 Ward Avenue","Staten Island","New York",10304,40.631797,-74.084029,1,rooftop,198,"Ward Ave",,,"Staten Island",NY,"Richmond County",10304,US,"City of New York"
81,"DNV Equipment Corp.","708 Sharrotts Road","Staten Island","New York",10309,40.538904,-74.241442,1,rooftop,708,"Sharrotts Rd",,,"Staten Island",NY,"Richmond County",10309,US,"City of New York"
82,"Double A Ventures, LLC","125B Harbor Loop","Staten Island","New York",10303,40.632436,-74.161454,1,rooftop,125,"Harbor Loop",,,"Staten Island",NY,"Richmond County",10303,US,"City of New York"
83,"Durable Kitchen Supply And Installation Inc.","1 Spring Street","Staten Island","New York",10304,40.6034,-74.092795,1,rooftop,1,"Spring St",,,"Staten Island",NY,"Richmond County",10304,US,"City of New York"
84,"Eastern Plumbing & Mechanical Contracting Inc.","5077 Arthur Kill Road","Staten Island","New York",10307,40.518309,-74.240486,1,range_interpolation,5077,"Arthur Kill Rd",,,"Staten Island",NY,"Richmond County",10307,US,"TIGER/Line® dataset from the US Census Bureau"
85,"Effective Communication NY LLC","195 Crown Avenue","Staten Island","New York",10312,40.549913,-74.186704,1,rooftop,195,"Crown Ave",,,"Staten Island",NY,"Richmond County",10312,US,"City of New York"
86,"Elite Mobile Drug Testing of NYC Inc.","53 Jarvis Avenue","Staten Island","New York",10312,40.524549,-74.180526,1,rooftop,53,"Jarvis Ave",,,"Staten Island",NY,"Richmond County",10312,US,"City of New York"
87,"Richmond Tours","101 Seaview Ave","Staten Island","New York",10304,40.589615,-74.097933,1,rooftop,101,"Seaview Ave",,,"Staten Island",NY,"Richmond County",10304,US,"City of New York"
88,"Elleon Group Corporation","220 London Road","Staten Island","New York",10306,40.578601,-74.134488,1,rooftop,220,"London Rd",,,"Staten Island",NY,"Richmond County",10306,US,"City of New York"
89,"Eman Vision, Inc.","252A Lake Avenue","Staten Island","New York",10303,40.630167,-74.151631,1,rooftop,252,"Lake Ave",,,"Staten Island",NY,"Richmond County",10303,US,"City of New York"
90,"Energy Brite Insulation and Solar Corporation","164 Wood Avenue","Staten Island","New York",10307,40.51316,-74.24445,1,rooftop,164,"Wood Ave",,,"Staten Island",NY,"Richmond County",10307,US,"City of New York"
91,"Events By Pop Up Chic LLC","327a Mersereau Avenue","Staten Island","New York",10303,40.629904,-74.16351,1,rooftop,327,"Mersereau Ave",,,"Staten Island",NY,"Richmond County",10303,US,"City of New York"
92,"Exclusive Land Services, Inc","313 Sand Lane, 2nd Floor Front","Staten Island","New York",10305,40.592266,-74.067867,1,rooftop,313,"Sand Ln",Ste,2,"Staten Island",NY,"Richmond County",10305,US,"City of New York"
93,"Expedient Staffing Solutions, Inc","870 Stratford Ave","Staten Island","New York",10309,40.619423,-74.094149,0.69,street_center,,"Stratford Ave",,,"Staten Island",NY,"Richmond County",10301,US,"TIGER/Line® dataset from the US Census Bureau"
94,"Expedite-Dem, Inc.","99 Darcey Avenue","Staten Island","New York",10314,40.608425,-74.15232,1,rooftop,99,"Darcey Ave",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
95,"Express Abstract Services Inc.","2047 Victory Boulevard","Staten Island","New York",10314,40.612631,-74.131721,1,rooftop,2047,"Victory Blvd",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
96,"Fadmo Health and Homecare Agency Inc.","194 Targee Street","Staten Island","New York",10304,40.622424,-74.08422,1,rooftop,194,"Targee St",,,"Staten Island",NY,"Richmond County",10304,US,"City of New York"
97,"Family Tree Service, Inc.","110A Dinsmore Street","Staten Island","New York",10314,40.603908,-74.170925,1,rooftop,110,"Dinsmore St",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
98,"FCG Facilities Maintenance LLC","401 Bloomingdale Rd","Staten Island","New York",10309,40.534693,-74.217979,1,rooftop,401,"Bloomingdale Rd",,,"Staten Island",NY,"Richmond County",10309,US,"City of New York"
99,"FDPS 78 LLC","78 Shadow Lane","Staten Island","New York",10306,40.567942,-74.128805,1,rooftop,78,"Shadow Ln",,,"Staten Island",NY,"Richmond County",10306,US,"City of New York"
100,"Follow Your Bliss LLC","133 Robinson Avenue","Staten Island","New York",10312,40.537669,-74.151409,1,rooftop,133,"Robinson Ave",,,"Staten Island",NY,"Richmond County",10312,US,"City of New York"
101,"Foster Care Unplugged","1324 Forest Avenue","Staten Island","New York",10302,40.6261,-74.133867,1,rooftop,1324,"Forest Ave",,,"Staten Island",NY,"Richmond County",10302,US,"City of New York"
102,"Full Color Printing LLC","69 New St","Staten Island","New York",10302,40.63591,-74.131296,1,rooftop,69,"New St",,,"Staten Island",NY,"Richmond County",10302,US,"City of New York"
103,"Future Focus Consulting, LLC","216 Netherland Ave","Staten Island","New York",10303,40.628554,-74.155892,1,rooftop,216,"Netherland Ave",,,"Staten Island",NY,"Richmond County",10303,US,"City of New York"
104,"Kiddie Academy Daycare Center of SI","1110 South Avenue","Staten Island","New York",10314,40.613817,-74.176828,1,rooftop,1110,"South Ave",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
105,"G and F Supply","1669 Richmond Rd","Staten Island","New York",10304,40.589247,-74.101834,1,rooftop,1669,"Richmond Rd",,,"Staten Island",NY,"Richmond County",10304,US,"City of New York"
106,"GDL 108 Inc.","108 Canal Street","Staten Island","New York",10304,40.626432,-74.077178,1,rooftop,108,"Canal St",,,"Staten Island",NY,"Richmond County",10304,US,"City of New York"
107,"Gem Quality Corp.","56 Sands Street","Staten Island","New York",10304,40.629226,-74.077398,1,rooftop,56,"Sands St",,,"Staten Island",NY,"Richmond County",10304,US,"City of New York"
108,"Gift of Experience LLC","257 Bement Avenue","Staten Island","New York",10310,40.635973,-74.112255,1,rooftop,257,"Bement Ave",,,"Staten Island",NY,"Richmond County",10310,US,"City of New York"
109,"Global Integrated Supply","80 Bay Street Landing","Staten Island","New York",10301,40.639326,-74.07374,1,rooftop,80,"Bay St Lndg",,,"Staten Island",NY,"Richmond County",10301,US,"City of New York"
110,"Global Empire Logistics, Inc.","73 Hope Avenue","Staten Island","New York",10305,40.609786,-74.065993,1,rooftop,73,"Hope Ave",,,"Staten Island",NY,"Richmond County",10305,US,"City of New York"
111,"Globe Renovation Inc","111  Greeley Avenue","Staten Island","New York",10306,40.578439,-74.109791,1,rooftop,111,"Greeley Ave",,,"Staten Island",NY,"Richmond County",10306,US,"City of New York"
112,"GMA Electrical Corporation","201 Edward Curry Avenue","Staten Island","New York",10314,40.610969,-74.183797,1,rooftop,201,"Edward Curry Ave",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
113,"Gomez Engineering, PLLC","6 Fonda Place","Staten Island","New York",10309,40.529204,-74.21074,1,rooftop,6,"Fonda Pl",,,"Staten Island",NY,"Richmond County",10309,US,"City of New York"
114,"Gotham Lighting Supply","245 Hooker Place","Staten Island","New York",10303,40.632144,-74.147227,1,rooftop,245,"Hooker Pl",,,"Staten Island",NY,"Richmond County",10303,US,"City of New York"
115,"Granite Avenue Utility Corp.","133 Granite Avenue","Staten Island","New York",10303,40.633919,-74.147733,1,rooftop,133,"Granite Ave",,,"Staten Island",NY,"Richmond County",10303,US,"City of New York"
116,"Green Path Environmental, Inc.","26 Ramblewood Avenue","Staten Island","New York",10308,40.543164,-74.152894,1,rooftop,26,"Ramblewood Ave",,,"Staten Island",NY,"Richmond County",10308,US,"City of New York"
117,"Grymes Hill Consultants, LLC","200 Duncan Road","Staten Island","New York",10301,40.621833,-74.091792,1,rooftop,200,"Duncan Rd",,,"Staten Island",NY,"Richmond County",10301,US,"City of New York"
118,"Halo Architecture PLLC","2744 Hylan Blvd","Staten Island","New York",10306,40.56467,-74.113796,1,rooftop,2744,"Hylan Blvd",,,"Staten Island",NY,"Richmond County",10306,US,"City of New York"
119,"Hamalia Restoration Corp.","576 Cary Avenue","Staten Island","New York",10310,40.631994,-74.121174,1,rooftop,576,"Cary Ave",,,"Staten Island",NY,"Richmond County",10310,US,"City of New York"
120,"Hat-Trick Safety, Inc.","1655 Richmond Avenue","Staten Island","New York",10314,40.60777,-74.162195,1,rooftop,1655,"Richmond Ave",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
121,"Hays CPA LLC","370 Saint Marks Pl","Staten Island","New York",10301,40.640605,-74.07782,1,rooftop,370,"St Marks Pl",,,"Staten Island",NY,"Richmond County",10301,US,"City of New York"
122,"Healthier Minds Psychoanalysis and Psychological Services, PLLC","333 Glen Avenue","Staten Island","New York",10301,40.633242,-74.090201,1,rooftop,333,"Glen Ave",,,"Staten Island",NY,"Richmond County",10301,US,"City of New York"
123,"Henry Marine Services, Inc.","12 Craig Avenue","Staten Island","New York",10307,40.516504,-74.237485,1,rooftop,12,"Craig Ave",,,"Staten Island",NY,"Richmond County",10307,US,"City of New York"
124,"HERShot! Productions, LLC","27 Crescent Avenue","Staten Island","New York",10301,40.643929,-74.0831,1,rooftop,27,"Crescent Ave",,,"Staten Island",NY,"Richmond County",10301,US,"City of New York"
125,"HighFort Construction of New York","180 Hickory Avenue","Staten Island","New York",10305,40.593032,-74.072221,1,rooftop,180,"Hickory Ave",,,"Staten Island",NY,"Richmond County",10305,US,"City of New York"
126,"Hillside Gourmet","1664 Richmond Road","Staten Island","New York",10304,40.589382,-74.101275,1,rooftop,1664,"Richmond Rd",,,"Staten Island",NY,"Richmond County",10304,US,"City of New York"
127,"Holiday Helpings","104 Evergreen Street","Staten Island","New York",10308,40.557985,-74.140723,1,rooftop,104,"Evergreen St",,,"Staten Island",NY,"Richmond County",10308,US,"City of New York"
128,"Home Away From Home Commercial & Residential Construction","91 Townsend Ave","Staten Island","New York",10304,40.6198,-74.074181,1,rooftop,91,"Townsend Ave",,,"Staten Island",NY,"Richmond County",10304,US,"City of New York"
129,"Hope Home Care Inc.","26 Dumont Avenue","Staten Island","New York",10305,40.594941,-74.087318,1,rooftop,26,"Dumont Ave",,,"Staten Island",NY,"Richmond County",10305,US,"City of New York"
